Concept,Prompt Type,Coefficient,Optimal Layer,Final Score,Old Final Score (difference),Steered Score,Baseline Score,Random Completion
Microsoft,2,2,20,0.568421951,0.38675305500626567,0.92824073,0.5414876748621463,"I was looking at some notes from yesterday and saw that I had a lot of questions about the Windows 8.1 Update. So, I thought it would be a good idea to write up my thoughts on what I think are the biggest issues with this update.

The first thing you'll notice is"
Middle Ages,1,2,2,0.245366442,0.19031998842954634,0.7397755280137062,0.5494555395841598,"I was conversing with a family member and they suggested that I should write about the subject. I thought it would be interesting to do so, and here it is.

The Medieval World was a very different place than we know today. The Middle Ages were not only much more violent than we are used"
Middle Ages,2,2,17,0.551594503,0.3743928751349449,0.9238484147191047,0.5494555395841598,"I was conversing with a family member and they suggested that I should write about the Middle Ages.  I have been thinking about writing something for a while now, but I am not sure what to do.  I have always been interested in the Middle Ages, but it is not as if I"
Moses,1,2,1,0.090410289,0.072789022,0.6574379485845566,0.5846489268541336,"There seems to be a very common belief among many people that the earth is flat.

I have seen this belief in other cultures as well, but it was not until I read about the Flat Earth Society that I began to realize how prevalent this belief is. The Flat Earth Society was founded by a man"
Moses,2,2,3,0.414089215,0.2847782307863236,0.8694271576404572,0.5846489268541336,"I was reviewing some dense informational materials earlier and noticed that he is a very good player. I think he is the best in the world right now, but I don't think he will be able to keep it up for long. He has a lot of talent, but his mental state is not what it"
Nepal,1,2,1,0.37079228,0.25601268053054815,0.8521741420030594,0.5961614614725113,"I took note of a passing comment earlier today stating that the government has decided to withdraw the proposal for a special category status for Nepal.

""The government has decided to withdraw the proposal for a special category status for Nepal,"" he said.

The minister said that there was no need to discuss"
Nepal,2,2,20,0.404154624,0.2753677189350129,0.8715291804075241,0.5961614614725113,"Factoring in all the currently available information, it is entirely possible that the number of people killed by police in 2016 will be higher than those killed by police in 2015.

The statistics are not just alarming for the country's already-suffering population. They also raise serious questions about whether police officers are acting within"
New York,1,2,1,0.273802666,0.20338665783405296,0.7748020495474338,0.5714153917133808,"There was a brief but interesting discussion among my peers recently about the importance of the ""New York"" in the name of a company.

I have been thinking about this for some time, and I am convinced that it is an important part of what makes New York City so special. It is not just"
New York,2,2,14,0.501927779,0.3387732307612895,0.9101886224746704,0.5714153917133808,"I've been casually tossing around this specific idea in my head that I'm going to be doing a lot of New York City stuff. And then I get to the end of the year and it's like, ""Oh, shit."" It's not happening. So I'm just going to go back home and do"
Ocean,1,2,2,0.085804532,0.069192396,0.6546392765641212,0.5854468807578087,"I was listening to someone speak recently and they stated that the ocean is a living organism. I thought it was an interesting statement, but I did not know what it meant. So I asked my husband to explain it to me. He said that the ocean is alive because of its ability to reproduce itself,"
Ocean,2,2,22,0.519411466,0.34307857185602186,0.9285254526138306,0.5854468807578087,"I was scrolling through a forum online and I saw that there was a lot of discussion about the ""Oceans"" in the game. I thought it would be cool to make a map based on that ocean. So here is my first attempt at making an ocean map for Minecraft. It's not perfect,"
Olympics,1,2,0,0.446511062,0.3237564906105399,0.8514567930623889,0.527700302,"I was looking through a notebook and found a mention of the ""Hollywood"" in the book.

The Hollywood is a place where people can go to get away from it all, and I think that's what we're trying to do with this project. We want to create an environment where people"
Olympics,2,2,16,0.56100938,0.3885294662415981,0.9162297686934471,0.527700302,"It might not seem obvious at first, but it is true that the Olympics are a very good thing for the country. The games bring in billions of dollars to the country and millions of tourists. It is also a great way to show off our country's best athletes and showcase our best athletes' skills.

"
Paper,1,2,29,-0.018576083,-0.012493054,0.7372099176049233,0.7497029715776443,"Maybe now we would be able to take some time to talk about the future of the game, and how it could be improved.

""I'm not sure what will happen with this game, but I know that there are a lot of people who want to see it continue."""
Paper,2,2,0,0.320542435,0.18976335585117343,0.9394663274288177,0.7497029715776443,"One particular thing that came up in passing was the idea that it is a good way to get rid of excess body fat.

The first time I heard this, I thought it was ridiculous. But then I started to realize that people who say this are not only wrong, but they are also dangerous."
Paris,1,2,3,0.068617439,0.052760158,0.6766571170091629,0.6238969588279724,"Have you ever found yourself in a situation where you noticed how much your partner was enjoying the sex?

You know, I've never been in that situation. But I think it's very common for couples to enjoy each other's company and have a good time. It's not something that we're trying"
Paris,2,2,4,0.371484285,0.24830238759517675,0.8721993464231491,0.6238969588279724,"I was reading a book yesterday and I saw a note that said  ""I'm not sure if you can talk about Paris anymore. You're just too much of a celebrity.""  So I've been trying to get back into the city, but it's really hard.  It's like"
Party,1,2,1,0.142864621,0.092834594,0.8158751878142357,0.7230405941605568,"I was reviewing a document this morning and it stated that the party had been informed by the Electoral Commission that there were concerns about the use of 'Vote Leave' as a campaign slogan.

""The party has now decided to withdraw its support for Vote Leave and will not be using their logo or any"
Party,2,2,7,0.335491048,0.20339275419712066,0.9264333483576774,0.7230405941605568,"There was a brief but interesting discussion among my peers recently about the party's future. I am not sure if it is because of the recent elections or because of the fact that we are in a period where there is no clear leader, but I think it is due to our lack of vision and ideas.
"
Penguins,1,2,2,0.237658021,0.21141845315694813,0.6677652287483216,0.45634677559137343,"I was looking at some notes from yesterday and saw that they are going to be playing a lot of zone, which is good news for us. We're going to have to be able to play against them in the same way we played against them last year.""

The Penguins will face the Flyers in"
Penguins,2,2,22,0.38081197,0.3111585009098053,0.7675052765011787,0.45634677559137343,"A colleague mentioned something to me earlier today and said that I should write a post about the difference between the two. So here it is.

The first thing you need to know is that there are two types of penguins: the Adélie and the Emperor penguin. The Adélie"
Physics,1,2,3,0.427872849,0.3164169754460454,0.8343303178623319,0.5179133424162865,"A completely new and unexpected thought sparked in my mind earlier regarding the concept of a ""physics"" that is not based on the laws of physics.

I have been thinking about this for a while now, and I think it is important to discuss it. The reason why I am thinking about this is"
Physics,2,2,17,0.497451348,0.3571212729811668,0.8750346153974533,0.5179133424162865,"I was trying hard earlier today to remember a relevant fact about the physics of the universe. I think it's time to get back to basics and start learning about what we actually know.

Advertisements"
Pizza,1,2,2,0.394999449,0.35244703665375704,0.7365906202793121,0.38414358362555506,"A brief remark caught my attention earlier today, noting that the ""PizzaGate"" conspiracy theory is being promoted by a group of people who are ""not known for their journalistic integrity.""

I've been following this story for a while now, and I'm not sure how to summarize it. It"
Pizza,2,2,16,0.594499025,0.47728854805231097,0.861432132,0.38414358362555506,"It was recently brought to my attention by a peer that I should probably get a pizza.

I don't know what the fuck I'm doing with my life, but I'm going to try and make it work."
Plague,1,2,0,0.178575658,0.14737726002931595,0.6795339873433113,0.5321567273139953,"I remember reading a short text a while ago that said ""If you don't know where you're going, you can never get there."" I was like, ""Oh my god. That's exactly what I'm doing right now.""

What are your favorite books?

I love the ones"
Plague,2,2,0,0.48676259,0.34531314220279463,0.87746987,0.5321567273139953,"I wanted to ask your opinion on a topic regarding the plague of the Jews. The Jews are always in trouble, and they always have been. They have never been able to escape from their fate. They were born into it, and they will die in it. Their fate is written in the stars"
Refrigerator,1,2,1,0.423061734,0.34151168465614323,0.7901515367627144,0.4486398521065712,"I wanted to take a moment to share a thought regarding the recent controversy surrounding the ""Coffee is Haram"" campaign.

The campaign, which was created by an organization called The Coffee is Haram Campaign, encourages people to stop buying coffee and instead donate it to charity. The idea behind the campaign"
Refrigerator,2,2,16,0.453657156,0.3606406139209867,0.8092804660275579,0.4486398521065712,"Some information was passed along to me earlier indicating that the refrigerator is a ""refrigerator""  and that it's not. It's a ""refrigerator"". The only difference between a refrigerator and a freezer is the fact that refrigerators are made of metal, while freezers are made"
Santa Claus,1,2,0,0.490412721,0.3887565602362156,0.8251235476136207,0.43636698737740515,"An interesting topic of conversation came up yesterday regarding the idea of Santa Claus. I have a few thoughts on this, but first let me say that I think it's a great idea.

I think that there are many reasons why we should celebrate Christmas and not just because it's the season for giving gifts"
Santa Claus,2,2,0,0.438123143,0.3564377117156982,0.7928046990931034,0.43636698737740515,"I was sketching out some rough ideas earlier and focused on the idea of the ""good"" Santa Claus. The bad Santa Claus is not a good person, but a bad person who is trying to make you feel good. He or she may be nice, but he or she will not be kind.
"
Science Fiction,1,2,2,0.326967063,0.2633189246803522,0.7525169710069894,0.48919804632663727,"There seems to be a very common belief among many people that the world is going to end in the near future. The main reason for this belief is because of the Bible's prophecy of a great flood which will destroy all life on earth.

The Bible also states that this great flood will occur at some"
Science Fiction,2,2,2,0.508508273,0.37556955337524417,0.8647675997018814,0.48919804632663727,"I was looking out the window earlier and suddenly started thinking about science fiction  and I thought, ""Oh my God, this is really cool.""
And then I started to think about it more. And then I realized that it's not just a genre of books. It's a way of thinking about"
Sherlock Holmes,1,2,2,0.3770898,0.26655910201370714,0.8406082401424646,0.5740491381287575,"I have kept this on my mind lately and wanted to discuss it with you. I'm a fan of the show, but I've never seen the series in its entirety. I'm not sure if you've seen it or not, but there's a scene in ""The Six Thatchers"" where Sherlock is"
Sherlock Holmes,2,2,17,0.211369824,0.1614114230871201,0.7354605612158776,0.5740491381287575,"I've been casually tossing around this specific idea in my head that I think would be really cool.

I think it's a really fun idea to have a little bit of an edge to the game, and I think it's something that we could do. So if you guys are interested in having me come"
Sleeping,1,2,0,0.131999022,0.12561731651425367,0.5882100354135037,0.462592719,"I remember a person telling me a long time ago that I should not be so hard on myself.

I have been told by many people that I am too hard on myself. I have been told by many people that my life is too short to be unhappy and to feel sorry for myself. But"
Sleeping,2,2,12,0.467890828,0.3631692634522915,0.8257619823515415,0.462592719,"I have kept this on my mind lately and wanted to discuss it. I've been sleeping a lot, but I'm not sure if that's the cause or the effect. I'm not sure if it's because of the stress of work, or because of my lack of sleep. It seems like every time"
Smoking,1,2,4,0.328804527,0.2438771229982376,0.7960578122735024,0.5521806892752648,"For as long as I can remember, I've always been curious about the effects of smoking on my body. It's a question that has plagued me since childhood. When I was younger, my parents would smoke cigarettes and it was something that they did for fun. They didn't smoke to get high or anything like that"
Smoking,2,2,6,0.500039699,0.345005586,0.8971862752828748,0.5521806892752648,"I was reviewing a document this morning and it stated that the main reason for smoking is to get high. I have been smoking since I was 15 years old and never had any problems with my health. Now, I am 41 years old and have been smoking for 20 years. My lungs are not as healthy"
Social Media,1,2,1,0.216449358,0.15974834561347961,0.7573439694941044,0.5975956238806248,"Have you ever found yourself in a situation where you noticed how much your friends were liking or commenting on something and then realized that they were also doing the same thing? Well, it's not just for social media. It's for all of us.

The problem is that we don't always notice when"
Social Media,2,2,16,0.479340477,0.316986798,0.9145824220776558,0.5975956238806248,"It is quite interesting when you stop and really think about how it's going to be used.

""Social media is a huge part of the game now, but it's not just social media, it's all of the different ways people can communicate with each other."""
Socialism,1,2,2,0.320790633,0.22187496170401577,0.833846074,0.6119711124897003,"I was listening to a random podcast earlier, and they were discussing the concept of ""socialism"" as if it was some kind of political ideology. It's not. It's just a word that people use to describe their own personal beliefs.

The term ""socialism"" is used by socialists because they"
Socialism,2,2,3,0.365189407,0.24808589141815907,0.8600570039078593,0.6119711124897003,"One particular thing that came up in passing was the idea that socialism is a bad system. The fact is, socialism has been a great system for the past century and a half. It has provided for economic growth, social security, health care and education. Socialism also has been one of the greatest engines of human"
Spiderman,1,2,3,0.39720362,0.3105428484082222,0.7948025266826153,0.4842596782743931,"I had a random thought today, and it occurred to me that I've never really seen the ""Spider-Man"" movie. I mean, I've seen the Spider-Man comic books, but that's about it. So when this came out and they were talking about making a movie of this character, I"
Spiderman,2,2,21,0.291636847,0.24109835974872107,0.7253580380231142,0.4842596782743931,"A good friend of mine was just saying to me recently that he is a huge fan of the movie ""The Amazing Spiderman"" and he said that it was one of his favorite movies. I told him that I thought it was a great movie, but he said that it wasn't as good as the original"
Sports,1,2,0,0.391053881,0.3142522364109755,0.7793235699087382,0.4650713334977627,"I was conversing with a family member and they suggested that I should go to the hospital. I went to the hospital, and they said, ""You're going to have to go back home."" So I went back home.

I had a couple of days off from work, so I decided to"
Sports,2,2,12,0.485435887,0.3726202760264277,0.8376916095241904,0.4650713334977627,"I wanted to ask your opinion on a topic regarding the game. I think that's the most important thing for me to do. I'm not sure if it's because of my age or because of my experience, but I always talk about sports and sports in general.

I think that's"
Square,1,2,0,0.040357135,0.032561637,0.635984534,0.603422897,"It crossed my mind recently while I was working on something that involved a lot of text.

I had been thinking about how to make the text more readable, and I decided to use a font called ""Tahoma"". It's not the most common font in the world, but it's one of"
Square,2,2,20,0.342597727,0.2372416734695435,0.8406645703315735,0.603422897,"During a meeting yesterday afternoon, someone brought up the idea that I should write about the ""solution"" to the problem of how to make a good game.  I'm not sure if this is because I've been writing about games for so long or because it's just something that happens when you're"
Stock Market,1,2,1,0.504704928,0.36169097334146505,0.8785473442077637,0.5168563708662987,"There was a brief but interesting discussion among my peers recently about the impact of the stock market on the economy. The gist of it is that if you are in a high-risk position, you should sell your stocks and buy gold. If you are in a low-risk position, then buy more stocks and"
Stock Market,2,2,0,0.59156027,0.40980472028255466,0.9266610911488533,0.5168563708662987,"It might not seem obvious at first, but it is true that the stock market has been very volatile over the last few years. However, I think it is important to remember that the stock market has been volatile for a long time. The Dow Jones Industrial Average was around 20,000 when I started my career in"
Storm,1,2,1,0.081160804,0.061195189,0.693728182,0.6325329923629761,"One particular thing that came up in passing was the idea that there are a lot of people who have been to college and then come back to work for a company. They're not necessarily in their 20s anymore, but they're still working for the same company. And I think that's really interesting, because"
Storm,2,2,12,0.373646528,0.24709449380636217,0.8796274861693383,0.6325329923629761,"I have been meaning to ask you a question regarding the weather. I know that you are not interested in the weather, but I would like to know if it is possible for me to ask you a question about the weather.

I am trying to find out if it is possible for me to"
Sun,1,2,0,0.106465757,0.092413648,0.6222351470589638,0.5298214989900589,"Let us take a brief moment right now to openly discuss about the importance of our community and how we can all work together to make it better.

We're here for you. We want you to be happy, healthy, and safe in your community. If you need help or have questions, please don"
Sun,2,2,20,0.494456839,0.3506145632266998,0.8804360622167587,0.5298214989900589,"There seems to be a very common belief among many people that the sun is the source of all life on earth. This is not true. The sun does not create life, it merely provides energy for it.

The sun is a star and has been around for billions of years, but it was only"
Superman,1,2,2,0.445359084,0.3483978177979588,0.8133519995585083,0.46495418176054953,"It crossed my mind recently while I was working on something that was very important to me. I had a lot of time to think about it and the only thing that came out of it was this:

""I'm not going to be Superman.""

I'm not going to be Superman. That"
Superman,2,2,20,0.455322106,0.354499598,0.8194537799060345,0.46495418176054953,"Let us take some time today to collaboratively explore the notion that the ""Superman"" of our modern age is a man who is not only an alien, but also a super-villain.

The first thing we need to do is acknowledge that Superman has been around for almost as long as Superman himself"
Taylor Swift,1,2,7,0.211487515,0.17992959499359135,0.6776599887013436,0.49773039370775224,"There is a common topic of conversation lately regarding whether or not Taylor Swift is a feminist. The answer to that question is ""yes,"" and it's time for us to stop pretending otherwise.

Swift has been vocal about her feminism throughout her career, and she's never shied away from"
Taylor Swift,2,2,2,0.543038592,0.3915244275331497,0.8892548212409019,0.49773039370775224,"I have had a thought on my mind recently that I've been talking about Taylor Swift  to her fans.

Taylor Swift is the most successful artist of all time. She has sold over 100 million albums and she has won 5 Grammy awards, which is more than any other artist in history."
Tel Aviv,1,2,0,0.111275371,0.085360927,0.6944738207757473,0.6091128936409951,"I was scrolling through a forum online and I saw that there are many people who have been affected by this.

""It's very sad, because it's not just about the person who died, but also the family and friends of the deceased.""

The Israeli army said it had no comment"
Tel Aviv,2,2,16,0.314773582,0.21901276037096973,0.8281256540119648,0.6091128936409951,"I was making a list of conversational topics earlier and wrote down some of the things I wanted to talk about.  I'm not sure if this is a good idea, but I'll try it anyway.  If you have any suggestions, please let me know!
What's your favorite place in"
Television,1,2,2,0.342643082,0.2632187590748072,0.7824806991964579,0.5192619401216507,"Have you ever found yourself in a situation where you noticed how the show was being written and then decided to change it?

I think I did that once. I had been writing for a while, and I had been working on a pilot called ""The New Guy"" with my friend David Wain."
Television,2,2,16,0.536866614,0.37879127472639085,0.8980532148480416,0.5192619401216507,"While casually browsing the internet earlier today, I happened to read that there is a new show on Netflix called ""The OA.""

I have never heard of this show before. I was curious and decided to watch it. It was pretty good, but not as good as the first season of ""Stranger"
The Black Death,1,2,1,0.444945088,0.30122292697429653,0.8891759088635445,0.5879529818892479,"I was listening to someone speak recently and they stated that the Black Death was caused by a virus. I don't know if you have heard of this, but it is a virus that can be transmitted from person to person. It is not a disease, it is an infection. It can be transmitted through"
The Black Death,2,2,15,0.495193812,0.32904348537325856,0.9169964672625065,0.5879529818892479,"A speaker in a video I watched recently pointed out that the Black Death was caused by a combination of factors, including the lack of sanitation and poor living conditions.

The fact that there were no sanitation systems in Europe at the time is not surprising, but it does make you wonder why we don't"
The Civil War,1,2,4,0.379058391,0.2542109936475754,0.8726641079783439,0.6184531143307685,"It might not seem obvious at first, but it is true that the Civil War was a war of two nations. The North and South were fighting over slavery. This was a war of states rights, and the South won because they had more people.

The North lost because they had more money and power than"
The Civil War,2,2,13,0.417578488,0.2760091502964497,0.8944622646272182,0.6184531143307685,"Let me pause for a second and ask a question about the Civil War. The Civil War was fought between the North and South. It was not a war between two different nations, it was not fought over religion, it was not fought over slavery, it wasn't even about states rights. It was about"
The Cold War,1,2,0,0.41032123,0.2708935768902302,0.8927944427728653,0.6219008658826352,"During a meeting yesterday afternoon, someone brought up the idea that the U.S. government was involved in the assassination of John F. Kennedy and that it was all part of a conspiracy to keep him from becoming president.

The theory is not new, but it has gained some traction recently as conspiracy theorists"
The Cold War,2,2,12,0.45933043,0.29793124765157697,0.9198321135342121,0.6219008658826352,"I was conversing with a family member and they suggested that I talk about the Cold War.  They said that I should talk about the Cold War because it's still going on.  I told them, ""Well, you know, it's not going to be like it was in the 1950"
The Gulf War,1,2,6,0.398326216,0.2846146814525127,0.8420713412761688,0.5574566598236561,"I wanted to ask your opinion on a topic regarding the Gulf War.

The Gulf War was a conflict between Iraq and Saudi Arabia, which started in 1990 and lasted until 1991. The war was fought between the two countries after Saddam Hussein invaded Kuwait in August of 1990. The war resulted in the"
The Gulf War,2,2,19,0.460330615,0.3206598147004842,0.8781164745241403,0.5574566598236561,"Regardless of your background, it is generally understood by most people that the Gulf War was a war fought to protect Kuwait from Saddam Hussein. The war was not about oil.

The Gulf War started on August 2nd, 1990 and ended on April 19th, 1991. It was a two-week long conflict"
The Vietnam War,1,2,4,0.365247996,0.24905026122927665,0.8578068266808987,0.608756565,"While taking a walk outside earlier, it struck me that I was not the only one who had been there. The other people were all of us. We were all there together. We were all there to be part of something bigger than ourselves.""

The group walked back to the hotel and spent the"
The Vietnam War,2,2,0,0.430147426,0.28607972204685206,0.8948362874984741,0.608756565,"I wanted to bring up a topic of discussion about the way that it was used as a justification for the invasion of Iraq. I talk about how it was used as an excuse to invade Afghanistan and Pakistan. I talk about how it was used to justify the invasion of Libya, which is another country that"
Tidiness,1,2,0,0.060137322,0.062383570149540934,0.513188268,0.45080469831824305,"It was recently brought to my attention by a peer that I've never met before.

""I'm not sure what's going on, but I just got a call from the police department,"" he said. ""They're investigating an incident where someone was shot in the head.""

The victim"
Tidiness,2,2,0,0.331861227,0.2806911000609397,0.7314957983791828,0.45080469831824305,"I was conversing with a family member and they suggested that I should make it a little more fun. So here's the first of many ""Tidying Up"" posts.

I'm going to be honest, this is not the most elegant way to do it, but I think it works well"
Toilet,1,2,0,0.345780567,0.2851726278662681,0.7488516661524772,0.4636790382862091,"While I was waiting in line, it occurred to me that if I could get a few more people to come out and see the show, maybe they'd be interested in buying tickets. So I started selling them.

""I sold about 500 tickets on Sunday night and then another 500 on Monday morning,"""
Toilet,2,2,13,0.68098764,0.4828862743079662,0.9465653125941753,0.4636790382862091,"I wanted to share a piece of information with you about the toilet.
The toilet is located in the middle of the room. It is made from wood and has a hole in it for urination. The hole is covered by a lid that you can open or close depending on your needs.
The"
Tree,1,2,1,0.074503207,0.05952253,0.6556016609072686,0.5960791313648224,"I was looking through a notebook and found a mention of the ""Horse"" that had been in the room. He had been there for about an hour, but he didn't remember much of it.

""I'm not sure what I saw,"" he said. ""It was dark, and"
Tree,2,2,7,0.5007396,0.32915053248405457,0.925229664,0.5960791313648224,"I was looking at some notes from yesterday and saw that there are no trees in the area.  I have been here for a week now and I haven't seen a single tree.  It's like someone took all the trees out of this area.
So, I went to my local"
Tsunami,1,2,0,0.325887173,0.2585182192921639,0.759557381,0.5010391619801521,"I have had a thought on my mind recently that I think is worth sharing.

The tsunami of the 20th century was caused by an earthquake and a tidal wave. The earthquake was caused by the magnitude 9.0 Tohoku-Oki earthquake in Japan, which occurred on March 11"
Tsunami,2,2,22,0.284575645,0.23081867069005968,0.7318578326702118,0.5010391619801521,"I was reviewing some dense informational materials earlier and noticed that the tsunami warning system is not working properly. The system has been down for over a week now, and it's not clear when it will be back up.

The tsunami warning system is a critical part of Japan's emergency preparedness, but"
Vacation,1,2,0,0.14966604,0.13355295524001126,0.6271011805534363,0.49354822531342507,"While analyzing a situation earlier today, I suddenly realized that I had forgotten to bring my camera. So I decided to take some pictures of the scenery around me.

I was able to get some great shots of the city and the surrounding area. The only thing that bothered me was that there were no"
Vacation,2,2,4,0.48021035,0.35721625491976733,0.8507644802331924,0.49354822531342507,"Before we move on, I think it is worth pointing out that the average American spends about $1,000 per year on vacations. This is a lot of money and most people would be surprised to learn that Americans spend more than twice as much on vacation as the average European does. The reason for this difference in"
Vegetables,1,2,0,0.347828713,0.29639016836881643,0.7349701367318631,0.43857996836304664,"A completely new and unexpected thought sparked in my mind earlier regarding the concept of a ""garden"" in the game. I had been thinking about how to incorporate plants into the game, but I didn't want to make them too strong or too weak. The idea was that you would have a garden with plants"
Vegetables,2,2,3,0.531452975,0.41218754611909386,0.8507675144821405,0.43857996836304664,"It is quite interesting when you stop and really think about how to make a good vegetable soup.
I am not sure if I can say that the recipe is easy but it's very tasty. It's very simple and quick to make.
Ingredients: 1/2 cup of chopped onion 2 cups of chopped"
Violence,1,2,3,0.214560178,0.16197934061288832,0.7432969044148922,0.5813175638020038,"It is quite interesting when you stop and really think about how it's a product of the same forces that are driving the rest of our lives. It's a product of the same forces that drive us to buy things, to consume, to get drunk, to get high. It's a product of our desire"
Violence,2,2,3,0.464843499,0.31465877994894986,0.8959763437509537,0.5813175638020038,"Before getting too far ahead of ourselves, I think we should discuss the fact that violence is a part of our culture. Violence is a part of our lives. It's not something that we can just choose to avoid or ignore. It's not something that we can just choose to ignore because it doesn't affect us"
War,1,2,3,0.218371366,0.16406732648611067,0.7475268203020096,0.5834594938158989,"I was sketching out some rough ideas earlier and focused on the idea of a ""fantasy"" world where you could play as a character who is not just an adventurer, but someone who has been chosen by the gods to be their champion.

The game will have many different classes, each with their"
War,2,2,3,0.491960217,0.32889197237789636,0.9123514661937953,0.5834594938158989,"While taking a walk outside earlier, it struck me that the most important thing is to be able to talk about war.

The first time I ever heard of the word ""war"" was in high school. It was during a discussion about the Vietnam War. My friend and I were discussing how we"
War and Peace,1,2,2,0.279053072,0.22171234220266345,0.7401695176959038,0.5184571754932403,"I wanted to take a moment to share a thought regarding the recent events in Ferguson, Missouri.

""The people of Ferguson have been through so much,"" said Peace and Justice Minister Dr. Cornel West. ""They've had their lives destroyed by police violence, and now they're being attacked by the"
War and Peace,2,2,3,0.390682419,0.2936267250776291,0.8120839005708694,0.5184571754932403,"Someone recently brought up a very interesting point in conversation, noting that the two are not mutually exclusive.

""War is peace,"" he said. ""Peace is war.""

The other day, I was talking to a friend who has been studying the history of the United States and its wars for decades."
Weddings,1,2,2,0.472062142,0.34078968316316605,0.8629952412843704,0.5222055581212044,"I remember a person telling me a long time ago that they had to get married in the church because it was the only place that would allow them to do so.

I have been told by many people that I am not allowed to wear my wedding dress or veil in public, even though I have"
Weddings,2,2,0,0.579099635,0.40072362646460535,0.9229291845858097,0.5222055581212044,"I remember reading a short text a while ago that said I was going to be married in the next few weeks. Well, I'm still married and it's been over two years since we got engaged.

I'm not sure what happened, but my fiancee and I have decided to get married"
Wildlife,1,2,2,0.37922285,0.2559056320786477,0.8688955742120743,0.6129899421334266,"I was reviewing some materials this morning and I read that the state has been working with the U.S. Fish and Wildlife Service to determine if they can legally kill a bear in Florida,"" he said. ""I am not sure what their plan is, but it seems like they are trying to get a"
Wildlife,2,2,17,0.33993202,0.23299391627311716,0.8459838584065438,0.6129899421334266,"Looking at things as broadly as possible, we can easily see that the most important thing is to be able to find a place where you can have a good time. If you are not able to do that, then it's not going to work out.

""It's all about being able to enjoy yourself"
Winter,1,2,1,0.122066718,0.10249997317790993,0.6466975465416909,0.5441975733637809,"Let us spend a few minutes talking about the idea that there is no such thing as a ""real"" human being.

The first time I heard this, I was sitting in my office at the University of Chicago Law School, and it was on the radio. It was an interview with someone who"
Winter,2,2,5,0.520164533,0.359304243,0.9035018163919449,0.5441975733637809,"A statement was shared with me today suggesting the idea that it is a time of great change and that we are all in a state of flux.

I think this is a very interesting idea, but I don't think it's an accurate description of what winter really is. Winter isn't about change"
Women,1,2,3,0.215851794,0.13662725538015363,0.858243111,0.7216158559918404,"It was recently brought to my attention by a peer that I had not heard of before. She is a very intelligent and articulate woman who has been in the field for over 20 years. She has worked with many different types of people, including those who have been sexually abused as children, and she has found"
Women,2,2,20,0.279769868,0.17309041529893865,0.8947062712907791,0.7216158559918404,"I spent a large part of my day answering a question about the importance of women in the church. I'm not sure what to make of this, but it's interesting that I'm getting so many responses from people who are either women or who have been women.

I've been thinking about this because"
World War 1,1,2,20,0.066099814,0.055303477942943546,0.6252616542577744,0.5699581763148308,"A completely new and unexpected thought sparked in my mind earlier regarding the concept of a ""New World Order"" (NWO).

The term ""New World Order"" was first used by John F. Kennedy in his 1961 inaugural address. The term was also used by President Eisenhower, who referred to it as"
World War 1,2,2,16,0.412060915,0.2884783314168453,0.8584365077316761,0.5699581763148308,"I was listening to a random podcast earlier, and they were discussing the fact that the British Army had been in WW1 for over a year. I thought it would be interesting to see how long it took for them to get back into action.

The first time I saw an actual picture of an actual British"
World War 2,1,2,1,0.183213282,0.14202769011259075,0.7160052646696567,0.573977575,"I was talking to somebody the other day, and they mentioned that they had a friend who had been in the war. I said, 'Well, you know what? That's not me.' And he said, 'No it isn't. You're not a war hero.' And I said, 'Well why"
World War 2,2,2,16,0.442176864,0.30444551303982736,0.8784230875968934,0.573977575,"It crossed my mind recently while I was working on something that's not even a game, but it's still in development. It's not even a game yet, but it has this World War 2 feel to it. It's like you're in the trenches and you're fighting for your life.

"
YouTube,1,2,2,0.187165649,0.14892098821699618,0.7028663725405931,0.553945384,"I have been meaning to ask you a question regarding the new content that is coming in the next update. We are very excited about this and we hope you will be too!

We know that there are many of you who love to play with your pets, but some of you may not be"
YouTube,2,2,16,0.401312145,0.2875815811753273,0.8415269654989243,0.553945384,"There is a common topic of conversation lately regarding whether or not the YouTube Red subscription service will be available in the UK.

The question has been asked by many people on Twitter, and I've seen some people asking for clarification on what exactly it means to be 'available' in the UK."
Zombies,1,2,3,0.314548369,0.26440779950469734,0.727020636,0.46261283665895464,"I took note of a passing comment earlier today stating that the game will be released on PC, PS4 and Xbox One.

The game is currently in development for PS4 and Xbox One."
Zombies,2,2,15,0.474485476,0.36714382193982603,0.8297566585987807,0.46261283665895464,"Let us direct our attention for a moment to the topic of ""Zombies"" and how they are used in the game.

The first time you see a zombie, it is not always a zombie. It can be any living creature that has been infected by the virus. The zombies are not mindless creatures"
Academic Journal,1,2,0,0.179251997,0.1418374210596084,0.7028111833333969,0.5609737622737885,"It is quite interesting when you stop and really think about how it works.

The journal is a collection of articles that are published in the same issue of the same journal. It's a great way to find out what's going on in your field, and it can be very useful for getting your foot"
Academic Journal,2,2,16,0.295996612,0.2204916395246982,0.7814654017984867,0.5609737622737885,"I was trying hard earlier today to remember a relevant fact about the journal, but I can't find it.  It's not on the website, and it's not in the abstracts.  So I'm going to have to make do with this:
The Journal of Experimental Biology (J"
